,State,Type,Name,Office,Party,Status,Incumbent,Election_Status,Election
4992,Maryland,Local,Jonathan Long,Montgomery County Board of Education At-large,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
4993,Maryland,Local,Fitzgerald Mofor,Montgomery County Board of Education At-large,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
4994,Maryland,Local,Rita Montoya,Montgomery County Board of Education At-large,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
4995,Maryland,Local,Rebecca Smondrowski,Montgomery County Board of Education District 2,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
4996,Maryland,Local,Brenda Diaz,Montgomery County Board of Education District 2,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
4997,Maryland,Local,Ricky Fai Mui,Montgomery County Board of Education District 2,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
4998,Maryland,Local,Aby Thioye,Montgomery County Board of Education District 2,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
4999,Maryland,Local,Natalie Zimmerman,Montgomery County Board of Education District 2,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
5000,Maryland,Local,Shebra Evans,Montgomery County Board of Education District 4,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5001,Maryland,Local,Bethany Mandel,Montgomery County Board of Education District 4,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
5002,Maryland,Local,Laura Stewart,Montgomery County Board of Education District 4,Nonpartisan,On the BallotPrimary,N,On the Ballot,Primary
5003,Maryland,Local,Nicole K. Barmore,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5004,Maryland,Local,Yvette Bryant,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5005,Maryland,Local,Paul Cucuzzella,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5006,Maryland,Local,Troy Khalik Hill,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5007,Maryland,Local,Alan Carl Lazerow,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5008,Maryland,Local,LaZette Ringgold-Kirksey,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5009,Maryland,Local,Martin Schreiber II,Maryland 8th Circuit Court Baltimore City7 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5010,Massachusetts,Federal,Elizabeth Warren,U.S. Senate Massachusetts,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5011,Massachusetts,Federal,Zakhai Akiba,U.S. Senate Massachusetts,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5012,Massachusetts,Federal,Robert Antonellis,U.S. Senate Massachusetts,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5013,Massachusetts,Federal,John Berman,U.S. Senate Massachusetts,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5014,Massachusetts,Federal,John Deaton,U.S. Senate Massachusetts,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5015,Massachusetts,Federal,Rebekah Etique,U.S. Senate Massachusetts,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5016,Massachusetts,Federal,Aaron Packard,U.S. Senate Massachusetts,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5017,Massachusetts,Federal,Shiva Ayyadurai,U.S. Senate Massachusetts,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5018,Massachusetts,Federal,Joseph Schena,U.S. Senate Massachusetts,Unenrolled,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5019,Massachusetts,Federal,Brandon James Griffin,U.S. Senate Massachusetts,Workers Party,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5020,Massachusetts,Federal,Richard Neal,U.S. House Massachusetts District 1,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5021,Massachusetts,Federal,Chase Walker,U.S. House Massachusetts District 1,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5022,Massachusetts,Federal,Anthony Celata,U.S. House Massachusetts District 1,No Party Affiliation,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5023,Massachusetts,Federal,Nadia Milleron,U.S. House Massachusetts District 1,Unenrolled,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5024,Massachusetts,Federal,Jim McGovern,U.S. House Massachusetts District 2,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5025,Massachusetts,Federal,Jeffrey Sossa-Paquette,U.S. House Massachusetts District 2,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5026,Massachusetts,Federal,Lori Trahan,U.S. House Massachusetts District 3,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5027,Massachusetts,Federal,Syed Hasan,U.S. House Massachusetts District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5028,Massachusetts,Federal,Miranda Tozier-Robbins,U.S. House Massachusetts District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5029,Massachusetts,Federal,Jake Auchincloss,U.S. House Massachusetts District 4,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5030,Massachusetts,Federal,Katherine Clark,U.S. House Massachusetts District 5,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5031,Massachusetts,Federal,Raffaele Santino Depalma,U.S. House Massachusetts District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5032,Massachusetts,Federal,Seth Moulton,U.S. House Massachusetts District 6,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5033,Massachusetts,Federal,Ayanna Pressley,U.S. House Massachusetts District 7,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5034,Massachusetts,Federal,Stephen Lynch,U.S. House Massachusetts District 8,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5035,Massachusetts,Federal,Bill Keating,U.S. House Massachusetts District 9,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5036,Massachusetts,Unknown,Pavel Payano,Massachusetts State Senate 1st Essex District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5037,Massachusetts,Unknown,Geoff Diehl,Massachusetts State Senate 2nd Plymouth and Norfolk District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5038,Massachusetts,Unknown,Kelly Dooner,Massachusetts State Senate 3rd Bristol and Plymouth District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5039,Massachusetts,Unknown,Shaunna O'Connell,Massachusetts State Senate 3rd Bristol and Plymouth District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5040,Massachusetts,Unknown,Joseph Pacheco,Massachusetts State Senate 3rd Bristol and Plymouth District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5041,Massachusetts,Unknown,Barry Sanders,Massachusetts State Senate 3rd Bristol and Plymouth District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5042,Massachusetts,Unknown,Lydia Edwards,Massachusetts State Senate 3rd Suffolk District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5043,Massachusetts,Unknown,Julian Andre Cyr,Massachusetts State Senate Cape and Islands District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5044,Massachusetts,Unknown,Christopher Lauzon,Massachusetts State Senate Cape and Islands District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5045,Massachusetts,Unknown,Adam Gomez,Massachusetts State Senate Hampden District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5046,Massachusetts,Unknown,Malo Brown,Massachusetts State Senate Hampden District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5047,Massachusetts,Unknown,Brian Muello,"Massachusetts State Senate Norfolk, Plymouth, and Bristol District",Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5048,Massachusetts,Unknown,Kathleen Crogan-Camara,"Massachusetts State Senate Norfolk, Plymouth, and Bristol District",Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5049,Massachusetts,Unknown,Kari MacRae,Massachusetts State Senate Plymouth and Barnstable District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5050,Massachusetts,Unknown,Mathew Muratore,Massachusetts State Senate Plymouth and Barnstable District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5051,Massachusetts,Unknown,Dylan Fernandes,Massachusetts State Senate Plymouth and Barnstable District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5052,Massachusetts,Unknown,Mark Tashjian,Massachusetts House of Representatives 2nd Essex District,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5053,Massachusetts,Unknown,Homar Gomez,Massachusetts House of Representatives 2nd Hampshire District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5054,Massachusetts,Unknown,Leigh Davis,Massachusetts House of Representatives 3rd Berkshire District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5055,Massachusetts,Unknown,Jamie Minacci,Massachusetts House of Representatives 3rd Berkshire District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5056,Massachusetts,Unknown,Patrick White,Massachusetts House of Representatives 3rd Berkshire District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5057,Massachusetts,Unknown,Marybeth Mitts,Massachusetts House of Representatives 3rd Berkshire District,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5058,Massachusetts,Unknown,Steven Xiarhos,Massachusetts House of Representatives 5th Barnstable District,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5059,Massachusetts,Unknown,Owen Fletcher,Massachusetts House of Representatives 5th Barnstable District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5060,Massachusetts,Unknown,John J. Marsi Jr.,Massachusetts House of Representatives 6th Worcester District(Special election),Republican,WonGeneral,N,Won,General
5061,Massachusetts,Unknown,David S. Adams,Massachusetts House of Representatives 6th Worcester District(Special election),Republican,LostPrimary,N,Lost,Primary
5062,Massachusetts,Unknown,Jack Patrick Lewis,Massachusetts House of Representatives 7th Middlesex District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5063,Massachusetts,Unknown,Carlton Phelps,Massachusetts House of Representatives 7th Middlesex District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5064,Massachusetts,Unknown,Chynah Tyler,Massachusetts House of Representatives 7th Suffolk District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5065,Massachusetts,Unknown,Said Ahmed,Massachusetts House of Representatives 7th Suffolk District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5066,Massachusetts,Unknown,Orlando Ramos,Massachusetts House of Representatives 9th Hampden District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5067,Massachusetts,Unknown,Bud Williams,Massachusetts House of Representatives 11th Hampden District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5068,Massachusetts,Unknown,Johnnie McKnight,Massachusetts House of Representatives 11th Hampden District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5069,Massachusetts,Unknown,Rick Lipof,Massachusetts House of Representatives 12th Middlesex District,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5070,Massachusetts,Unknown,Adrianne Ramos,Massachusetts House of Representatives 14th Essex District,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5071,Massachusetts,Unknown,Arielle Faria,"Massachusetts House of Representatives Barnstable, Dukes, and Nantucket District",Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5072,Massachusetts,Unknown,Thomas Moakley,"Massachusetts House of Representatives Barnstable, Dukes, and Nantucket District",Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5073,Michigan,Federal,Justin Amash,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5074,Michigan,Federal,Rebekah Curran,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5075,Michigan,Federal,Michael Hoover,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5076,Michigan,Federal,Peter Meijer,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5077,Michigan,Federal,Sherry O'Donnell,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5078,Michigan,Federal,Sandy Pensler,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5079,Michigan,Federal,Mike Rogers,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5080,Michigan,Federal,Bensson Samuel,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5081,Michigan,Federal,Sharon Savage,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5082,Michigan,Federal,Alexandria Taylor,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5083,Michigan,Federal,Glenn Wilson,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5084,Michigan,Federal,J.D. Wilson,U.S. Senate Michigan,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5085,Michigan,Federal,Nasser Beydoun,U.S. Senate Michigan,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5086,Michigan,Federal,Hill Harper,U.S. Senate Michigan,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5087,Michigan,Federal,Elissa Slotkin,U.S. Senate Michigan,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5088,Michigan,Federal,Douglas Marsh,U.S. Senate Michigan,Green,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5089,Michigan,Federal,Frank Acosta,U.S. Senate Michigan,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5090,Michigan,Federal,James Frizzell,U.S. Senate Michigan,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5091,Michigan,Federal,Jack Bergman,U.S. House Michigan District 1,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5092,Michigan,Federal,Joshua Saul,U.S. House Michigan District 1,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5093,Michigan,Federal,Callie Barr,U.S. House Michigan District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5094,Michigan,Federal,Bob Lorinser,U.S. House Michigan District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5095,Michigan,Federal,John Moolenaar,U.S. House Michigan District 2,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5096,Michigan,Federal,Hillary Scholten,U.S. House Michigan District 3,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5097,Michigan,Federal,J. Allen Fiorletta,U.S. House Michigan District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5098,Michigan,Federal,Paul Hudson,U.S. House Michigan District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5099,Michigan,Federal,Jason Ickes,U.S. House Michigan District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5100,Michigan,Federal,Michael Markey Jr.,U.S. House Michigan District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5101,Michigan,Federal,Salim Mohammed Al-Shatel,U.S. House Michigan District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5102,Michigan,Federal,Bill Huizenga,U.S. House Michigan District 4,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5103,Michigan,Federal,Curtis Clark,U.S. House Michigan District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5104,Michigan,Federal,Joseph Alfonso,U.S. House Michigan District 4,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5105,Michigan,Federal,Chris Glasser,U.S. House Michigan District 4,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5106,Michigan,Federal,Jessica Swartz,U.S. House Michigan District 4,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5107,Michigan,Federal,Tim Walberg,U.S. House Michigan District 5,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5108,Michigan,Federal,Bryan Trouten,U.S. House Michigan District 5,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5109,Michigan,Federal,Debbie Dingell,U.S. House Michigan District 6,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5110,Michigan,Federal,Clyde Shabazz,U.S. House Michigan District 6,Green,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5111,Michigan,Federal,Tom Barrett,U.S. House Michigan District 7,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5112,Michigan,Federal,Curtis Hertel,U.S. House Michigan District 7,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5113,Michigan,Federal,Anthony Hudson,U.S. House Michigan District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5114,Michigan,Federal,Paul Junge,U.S. House Michigan District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5115,Michigan,Federal,Nikki Snyder,U.S. House Michigan District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5116,Michigan,Federal,Matt Collier,U.S. House Michigan District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5117,Michigan,Federal,Daniel Moilanen,U.S. House Michigan District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5118,Michigan,Federal,Sheldon Neeley,U.S. House Michigan District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5119,Michigan,Federal,Pamela Pugh,U.S. House Michigan District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5120,Michigan,Federal,Kristen McDonald Rivet,U.S. House Michigan District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5121,Michigan,Federal,Lisa McClain,U.S. House Michigan District 9,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5122,Michigan,Federal,Jeffrey Jowske,U.S. House Michigan District 9,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5123,Michigan,Federal,John James,U.S. House Michigan District 10,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5124,Michigan,Federal,Emily Busch,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5125,Michigan,Federal,Brian Steven Jaye,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5126,Michigan,Federal,Anil Kumar,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5127,Michigan,Federal,Carl Marlinga,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5128,Michigan,Federal,Rhonda Powell,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5129,Michigan,Federal,Tiffany Tilley,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5130,Michigan,Federal,Diane Young,U.S. House Michigan District 10,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5131,Michigan,Federal,Haley Stevens,U.S. House Michigan District 11,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5132,Michigan,Federal,Rashida Tlaib,U.S. House Michigan District 12,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5133,Michigan,Federal,Hassan Nehme,U.S. House Michigan District 12,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5134,Michigan,Federal,Linda Sawyer,U.S. House Michigan District 12,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5135,Michigan,Federal,Royce Kinniebrew,U.S. House Michigan District 12,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5136,Michigan,Federal,Shri Thanedar,U.S. House Michigan District 13,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5137,Michigan,Federal,Martell Bivings,U.S. House Michigan District 13,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5138,Michigan,Federal,John Conyers III,U.S. House Michigan District 13,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5139,Michigan,Federal,Adam Hollier,U.S. House Michigan District 13,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5140,Michigan,Federal,Mary Waters,U.S. House Michigan District 13,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5141,Michigan,Unknown,Kevin Keys III,Michigan House of Representatives District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5142,Michigan,Unknown,Eric Love,Michigan House of Representatives District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5143,Michigan,Unknown,Ronald A. Singer,Michigan House of Representatives District 13(Special election),Republican,On the BallotGeneral,N,On the Ballot,General
5144,Michigan,Unknown,Mai Xiong,Michigan House of Representatives District 13(Special election),Democratic,On the BallotGeneral,N,On the Ballot,General
5145,Michigan,Unknown,Brandon Cumbee,Michigan House of Representatives District 13(Special election),Republican,LostPrimary,N,Lost,Primary
5146,Michigan,Unknown,Curtiss Ostosh,Michigan House of Representatives District 13(Special election),Republican,LostPrimary,N,Lost,Primary
5147,Michigan,Unknown,LaMar Lemmons,Michigan House of Representatives District 13(Special election),Democratic,LostPrimary,N,Lost,Primary
5148,Michigan,Unknown,Suzanne Ostosh,Michigan House of Representatives District 13(Special election),Democratic,LostPrimary,N,Lost,Primary
5149,Michigan,Unknown,Josh Powell,Michigan House of Representatives District 25(Special election),Republican,On the BallotGeneral,N,On the Ballot,General
5150,Michigan,Unknown,Peter Herzberg,Michigan House of Representatives District 25(Special election),Democratic,On the BallotGeneral,N,On the Ballot,General
5151,Michigan,Unknown,Melandie Hines,Michigan House of Representatives District 25(Special election),Democratic,LostPrimary,N,Lost,Primary
5152,Michigan,Unknown,Shannon Rochon,Michigan House of Representatives District 25(Special election),Democratic,LostPrimary,N,Lost,Primary
5153,Michigan,Unknown,Andrea Rutkowski,Michigan House of Representatives District 25(Special election),Democratic,LostPrimary,N,Lost,Primary
5154,Michigan,Unknown,Layla Taha,Michigan House of Representatives District 25(Special election),Democratic,LostPrimary,N,Lost,Primary
5155,Michigan,Unknown,Rima Mohammad,Michigan House of Representatives District 33,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5156,Michigan,Unknown,Nancy Jenkins,Michigan House of Representatives District 34,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5157,Michigan,Unknown,Tom Matthew,Michigan House of Representatives District 35,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5158,Michigan,Unknown,Adam Stockford,Michigan House of Representatives District 35,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5159,Michigan,Unknown,Jennifer Wortz,Michigan House of Representatives District 35,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5160,Michigan,Unknown,George Lucas,Michigan House of Representatives District 38,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5161,Michigan,Unknown,Kevin Whiteford,Michigan House of Representatives District 38,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5162,Michigan,Unknown,Matt Longjohn,Michigan House of Representatives District 40,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5163,Michigan,Unknown,Abigail Wheeler,Michigan House of Representatives District 40,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5164,Michigan,Unknown,Matt Hall,Michigan House of Representatives District 42,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5165,Michigan,Unknown,Richard Cutshaw,Michigan House of Representatives District 42,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5166,Michigan,Unknown,Austin Marsman,Michigan House of Representatives District 42,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5167,Michigan,Unknown,Steve Frisbie,Michigan House of Representatives District 44,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5168,Michigan,Unknown,Kathy Schmaltz,Michigan House of Representatives District 46,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5169,Michigan,Unknown,Daniel Mahoney,Michigan House of Representatives District 46,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5170,Michigan,Unknown,Kristina Lyke,Michigan House of Representatives District 50,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5171,Michigan,Unknown,Dominic Restuccia,Michigan House of Representatives District 50,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5172,Michigan,Unknown,Jason Woolford,Michigan House of Representatives District 50,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5173,Michigan,Unknown,Austin Breuer,Michigan House of Representatives District 50,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5174,Michigan,Unknown,Alex Hawkins,Michigan House of Representatives District 55,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5175,Michigan,Unknown,Jason Rubin,Michigan House of Representatives District 79,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5176,Michigan,Unknown,Stephen Wooden,Michigan House of Representatives District 81,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5177,Michigan,Unknown,John Wetzel,Michigan House of Representatives District 84,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5178,Michigan,Unknown,Justin Rackham,Michigan House of Representatives District 84,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5179,Michigan,Unknown,Bradley Slagh,Michigan House of Representatives District 85,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5180,Michigan,Unknown,Marcia Mansaray,Michigan House of Representatives District 85,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5181,Michigan,Unknown,Nancy De Boer,Michigan House of Representatives District 86,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5182,Michigan,Unknown,Abby Klomparens,Michigan House of Representatives District 86,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5183,Michigan,Unknown,Greg VanWoerkom,Michigan House of Representatives District 88,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5184,Michigan,Unknown,Amos O'Neal,Michigan House of Representatives District 94,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5185,Michigan,Unknown,Bill G. Schuette,Michigan House of Representatives District 95,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5186,Michigan,Unknown,Timothy Beson,Michigan House of Representatives District 96,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
